video_id,title,month,view_count,source_file,description,upload_date_raw
w37tCAZQCJA,Scottish leader's mother-in-law trapped in Gaza pleads for help,2023-10,630071,TRT,"""Where’s humanity, where’s people’s hearts? May God help us. Goodbye.""

Scottish First Minister Humza Yousaf’s mother-in-law Elizabeth El-Nakla made a plea for help in a video what she says will be her last video message from Gaza, where she is trapped after Israel began its bombing campaign while she was visiting family.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-10-13T13:19:52Z
nSklaxz4ujw,Turkish aid bound for Gaza arrives in Egypt,2023-10,1252387,TRT,"Turkish plane carrying aid for Gaza arrived at Al Arish airport in Egypt. The Turkish Red Crescent loaded the aid onto trucks and intend to reach Gaza as soon as possible through the Rafah crossing

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-10-13T16:41:21Z
n7U6nhSwD9I,Al Jazeera reporter captures scale of destruction in Gaza. I AJ #shorts  #alaqsaflood,2023-10,134619,AJ,"Al Jazeera’s Youmna El Sayed captured the extent of devastation in besieged Gaza.
Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  http://www.aljazeera.com/
Download AJE Mobile App : https://aje.io/AJEMobile
@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-10-13T17:19:56Z
zUCl_8-xjQI,What is the Gaza Strip? #Shorts #Gaza #GazaStrip #Israel #BBCNews,2023-10,157811,BBC,,2023-10-13T19:47:25Z
aAa1fYF7mJU,Pro-Palestinian rallies around the world | AJ #shorts,2023-10,344566,AJ,"People in several countries have been rallying in support of Palestinians as Israel continues its onslaught in Gaza.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-10-13T20:10:49Z
rXji432F9EQ,Türkiye's third aircraft carrying humanitarian aid for Gaza departs,2023-10,699508,TRT,"A third Turkish humanitarian plane, loaded with medicine, medical supplies, food, clothing, blankets and diapers has departed from Ankara for Gaza on October 14.

The aircraft will land at the International Arish Airport, designated by Egypt for the reception of humanitarian aid, which will then be transported to Gaza through the Rafah Border Gate.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-10-14T08:18:54Z
aLRTlvD6CUE,Ice cream trucks being used to store bodies as Israel bombs Gaza | AJ #shorts,2023-10,121999,AJ,"Hospital morgues in Gaza are being overwhelmed by the number of people killed in Israeli air attacks, so ice cream trucks and refrigerated food vehicles are being used to store bodies.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-10-14T09:46:45Z
SPrjajjEQQc,Palestinian UN envoy decries ‘ethnic cleansing’ in Gaza | AJ #shorts,2023-10,261902,AJ,"“I called it potentially a second Nakba.” Palestinian ambassador to the UN Riyad Mansour says ethnic cleansing is taking place in Gaza, where Israel has told 1.1 million people to leave their homes as its bombardment continues.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-10-14T12:41:58Z
3yk2-zKWkfI,Palestine 1920: An Eyewitness's Testimony | AJ #shorts,2023-10,208753,AJ,"Palestinian and former resident of Jaffa, Ismail Abu Shehadeh recalls his father’s death after Israeli soldiers destroyed the trees on his farms in 1965.

To learn more, watch ‘Palestine 1920’: https://youtu.be/QUCeQt8zg5o

#Gaza #Israel #Jaffa #Palestine #Palestinian #History

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  http://www.aljazeera.com/
Download AJE Mobile App : https://aje.io/AJEMobile
@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-10-14T14:00:03Z
UZ46WJiZQp8,Pro-Palestine demonstrations continue in the West amid gov’t pressure,2023-10,776715,TRT,"“We are all Palestinians.”

Pro-Palestinian protests continue in several western countries including the UK, the US, Canada and Italy, despite pressure from some governments.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-10-14T16:45:11Z
KU3AaioapbE,Journalist disabled by Israel in 2008 continues to cover latest attacks on Gaza,2023-10,769296,TRT,"“We will not give up.”

Momin Kireika is a journalist who was disabled in an Israeli attack in 2008. He continues to do his job and is covering Israel’s latest assault despite the challenges he encounters in the partially rubble-strewn streets of Gaza.


Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-10-14T22:00:14Z
MeDcCBKwm9g,Child refuses to leave rubble of family shop in Gaza | AJ #shorts,2023-10,540129,AJ,"A journalist was filming the destruction in Gaza when he spotted a child sitting in the rubble of what was once his family shop. It had been destroyed by an Israeli air strike.  

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-10-15T07:21:28Z
8hOqh2BrasQ,Hospital in Gaza deploys ice cream trucks due to its inability to store excess bodies,2023-10,307998,TRT,"“The hospital needs support and aid.”

Shuhadaa Al Aqsa Hospital in Gaza, Palestine, deploys ice cream trucks to store bodies amid Israeli bombardment
#gazastrip #hospitals #palestine 

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-10-15T07:27:11Z
E8ysoWSZNyw,Palestinian man takes care of baby after his family is killed | AJ #shorts,2023-10,6627744,AJ,"A Palestinian man was filmed holding a sleeping baby after his parents were killed in the Israeli bombardment of Gaza. 

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-10-15T09:04:14Z
I0GCTXsp9x0,"""Let Gaza live. Ceasefire now"" I AJ #shorts  #aljazeeraenglish #gaza #israelhamaswar #palestine",2023-10,1220048,AJ,US President Joe Biden is seen interrupted by a pro-Palestinian protester while giving a speech at a human rights dinner in Washington DC.,2023-10-15T12:05:39Z
FtFa4roOj4w,Anna Foster was reporting live from the Israel-Lebanon border. #Israel #Shorts #BBCNews,2023-10,112591,BBC,,2023-10-15T12:56:17Z
pOUpqiBkEMs,Worldwide pro-Palestinian marches continue for the 9th day,2023-10,1902341,TRT,"Worldwide marches in support of Palestine continue for the ninth day as Israel refuses to halt its offensive on Gaza. Protesters chant “occupation is a crime,” “Palestine will be free from the river to the sea,” among other slogans.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-10-15T18:15:02Z
f46oxlg_LyM,Palestinian doctor breaks down when he sees family at hospital | AJ #shorts,2023-10,2650678,AJ,"This is the moment a doctor in Gaza sees the bodies of his father and brother arrive at the trauma unit at al-Shifa Hospital. They had been killed by an Israeli air strike on their apartment building.  

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-10-16T07:02:51Z
QIK_heuh3fs,Israeli minister: ‘Losing land is price Arabs understand’,2023-10,57591,AJ,"A newly appointed minister in Israel’s emergency cabinet says Gaza must be smaller by the end of the war because losing land is the price ‘Arabs understand’. 

  

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-10-16T08:16:24Z
OPR13UMDKgQ,"Palestinian Civil Defense team targeted by Israel, 5 killed",2023-10,3059953,TRT,"Five Palestinian Civil Defense team members were killed after the emergency aid and rescue teams were targeted by Israeli air strikes while en route to Al Jalaa Street in Gaza in an attempt to rescue the injured
#gaza #aidworkers #israelpalestine 

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-10-16T09:38:22Z
mVLWyJ_CJV4,Confusion at Gaza's Rafah border crossing as people hope to leave | AJ #shorts,2023-10,91640,AJ,"There’s confusion at Gaza’s Rafah border crossing with Egypt after Egyptian and US officials announced people with foreign passports could leave the enclave, only for it to be later denied by both Israel and Hamas.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-10-16T10:32:41Z
hOk9LimFcw8,Israeli air strike interrupts Gaza interview #israelhamaswar #gaza #israel,2023-10,442931,AJ,"Watch the moment Al Jazeera Arabic correspondent Hisham Zaqout's interview at a UNRWA school sheltering Palestinians who fled Gaza City, was interrupted by an Israeli air attack.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  http://www.aljazeera.com/
Download AJE Mobile App : https://aje.io/AJEMobile
@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-10-16T11:01:04Z
jmHeWt8ys54,Israeli minister: Gaza 'must be smaller at the end of war',2023-10,199245,TRT,"""Gaza must be smaller at the end of the war,"" Gideon Sa’ar, a minister newly appointed by Israeli PM Netanyahu to the country’s emergency cabinet, said on Israel's Channel 12 News on October 14.

Sa'ar also noted that Israel was ""at war with Iran"" amidst a massive Israeli air offensive that has so far killed at least 2,750 people in Palestine's Gaza.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-10-16T11:46:08Z
qp9IFfB5GB4,"Caller threatens to bomb mall, urges halt to Palestine support",2023-10,804971,TRT,"Shoppers at a mall in Malaysia rushed to the building’s exit after an anonymous caller phoned in a bomb threat on October 14 over Malaysia’s support for Palestine, according to local news.

Malaysia’s Deputy PM Ahmad Zahid Hamidi said his government would continue to support Palestinians despite the threat.
#malaysia #bombthreat #palestine 

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-10-16T12:08:07Z
